district_name,real_estate_area,real_estate_age,total_rooms,price,price_per_meter,real_estate_agencey,floor,elevator,parking,warehouse,units_per_floor,document,building_direction,unit_status,facilities
دریان‌نو,۱۳۰,۱۳۹۶,۳,۱۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۸۸٬۴۶۲٬۰۰۰ تومان,گروه کارشناسان و مهندسین  اِویم,۳ از ۵,True,True,True,۱,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
پیروزی,۵۸,۱۳۸۸,۱,۳٬۲۵۰٬۰۰۰٬۰۰۰ تومان,۵۶٬۰۳۴٬۰۰۰ تومان,,۲ از ۴,True,,True,۲,تک‌برگ,,,"آسانسور,پارکینگ ندارد,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی"
دکتر هوشیار,۴۸,۱۳۸۴,۱,۲٬۸۵۰٬۰۰۰٬۰۰۰ تومان,۵۹٬۳۷۵٬۰۰۰ تومان,گروه املاک کارو پلاس,۲ از ۴,,,True,۱,تک‌برگ,شمالی,بازسازی شده,"آسانسور ندارد,پارکینگ ندارد,انباری,بالکن ندارد,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش بخاری"
سعادت‌آباد,۱۱۸,۱۳۸۵,۳,۱۶٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۱۳۸٬۱۳۶٬۰۰۰ تومان,مجموعه املاک ۳ت,۴,True,True,True,,تک‌برگ,,بازسازی نشده,"آسانسور,پارکینگ,انباری"
خانی‌آباد نو,۶۶,۱۳۸۵,۱,۲٬۹۸۰٬۰۰۰٬۰۰۰ تومان,۴۵٬۱۵۲٬۰۰۰ تومان,,۴ از ۴,,,True,۱,تک‌برگ,شمالی,,"آسانسور ندارد,پارکینگ ندارد,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی,سرمایش کولر آبی,گرمایش شومینه"
تسلیحات,۵۰,۱۳۸۲,۱,۲٬۵۵۰٬۰۰۰٬۰۰۰ تومان,۵۱٬۰۰۰٬۰۰۰ تومان,گروه بزرگ کوچ,۱ از ۴,,,True,۱,تک‌برگ,,بازسازی شده,"آسانسور ندارد,پارکینگ ندارد"
تهران‌سر,۴۳,۱۳۸۵,۱,۲٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۵۸٬۱۴۰٬۰۰۰ تومان,,۲,,,True,,,,,
امیریه,۴۸,۱۳۸۵,۱,۲٬۵۵۰٬۰۰۰٬۰۰۰ تومان,۵۳٬۱۲۵٬۰۰۰ تومان,امید,۱,,,True,,,,,
هفت چنار,۶۰,۱۳۸۶,۲,۲٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۴۰٬۰۰۰٬۰۰۰ تومان,ملک پارسه,۱ از ۴,,,True,۱,تک‌برگ,جنوبی,بازسازی شده,"آسانسور ندارد,پارکینگ ندارد,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی,سرمایش کولر آبی,گرمایش بخاری"
سوهانک,,,,۹۶۰٬۰۰۰٬۰۰۰ تومان,۵٬۷۴۹٬۰۰۰ تومان,دفتر فنی مهندسی طهران,,,,,,,,,
سعادت‌آباد,۱۲۵,۱۳۹۵,۲,۲۴٬۷۵۰٬۰۰۰٬۰۰۰ تومان,۱۹۸٬۰۰۰٬۰۰۰ تومان,سعادت آباد-خانه سبز V.I.P,۴ از ۵,True,True,True,۲,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی"
طرشت,۷۶,۱۳۹۵,۲,۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۸۵٬۵۲۶٬۰۰۰ تومان,فرتاک,۳ از ۵,True,True,True,۲,تک‌برگ,,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
الهیه,۱۱۰,۱۴۰۲,۲,۴۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳۹۰٬۹۰۹٬۰۰۰ تومان,,۵ از ۸,True,True,True,۴,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش فن کوئل,گرمایش فن کوئل"
سعادت‌آباد,۲۲۵,۱۳۹۸,۳,۵۶٬۲۵۰٬۰۰۰٬۰۰۰ تومان,۲۵۰٬۰۰۰٬۰۰۰ تومان,سعادت آباد-خانه سبز V.I.P,۵ از ۶,True,True,True,۲,تک‌برگ,,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی"
سعادت‌آباد,۲۳۰,۱۴۰۱,۳,۶۷٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲۹۱٬۳۰۴٬۰۰۰ تومان,سعادت آباد-خانه سبز V.I.P,۳ از ۹,True,True,True,۳,تک‌برگ,,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی"
سعادت‌آباد,۲۰۰,۱۳۹۵,۳,۳۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۹۰٬۰۰۰٬۰۰۰ تومان,سعادت آباد-خانه سبز V.I.P,۴ از ۷,True,True,True,۳,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
نارمک,۶۰,۱۳۸۴,۱,۴٬۵۵۰٬۰۰۰٬۰۰۰ تومان,۷۵٬۸۳۳٬۰۰۰ تومان,گروه مشاورین املاک ایده نو نارمک,۱ از ۵,True,,True,۳,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ ندارد,انباری,بالکن ندارد,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش بخاری"
سعادت‌آباد,۲۶۳,۱۳۹۶,۴,۵۲٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۲۰۰٬۰۰۰٬۰۰۰ تومان,سعادت آباد-خانه سبز V.I.P,۳ از ۵,True,True,True,۲,تک‌برگ,,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
سعادت‌آباد,۱۳۵,۱۳۹۶,۳,۲۵٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۱۸۹٬۶۳۰٬۰۰۰ تومان,سعادت آباد-خانه سبز V.I.P,۴ از ۵,True,True,True,۴,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
گیشا (کوی نصر),۱۴۸,۱۴۰۲,۳,۲۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۷۹٬۰۵۴٬۰۰۰ تومان,سعادت آباد-خانه سبز V.I.P,۲ از ۵,True,True,True,۱,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
سعادت‌آباد,۲۹۵,۱۳۹۵,۴,۵۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲۰۰٬۰۰۰٬۰۰۰ تومان,سعادت آباد-خانه سبز V.I.P,۴ از ۵,True,True,True,۲,تک‌برگ,,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
حسین‌آباد,۱۳۴,۱۳۹۷,۳,۱۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۱۱٬۹۴۰٬۰۰۰ تومان,املاک بزرگ ماکان,۳ از ۴,True,True,True,۱,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
سعادت‌آباد,۲۱۰,۱۴۰۰,۳,۵۴٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۲۶۰٬۰۰۰٬۰۰۰ تومان,سعادت آباد-خانه سبز V.I.P,۸ از ۱۰,True,True,True,۲,تک‌برگ,,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی"
سعادت‌آباد,۳۶۰,۱۳۹۹,۴,۹۳٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۲۶۰٬۰۰۰٬۰۰۰ تومان,سعادت آباد-خانه سبز V.I.P,۹ از ۱۰,True,True,True,۲,تک‌برگ,,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی"
سعادت‌آباد,۱۸۷,۱۳۹۹,۳,۴۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲۵۶٬۶۸۴٬۰۰۰ تومان,سعادت آباد-خانه سبز V.I.P,۴ از ۷,True,True,True,۲,تک‌برگ,,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی"
دیلمان,۵۰,۱۳۹۰,۱,۲٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۵۴٬۰۰۰٬۰۰۰ تومان,گروه آتی ملک,۱,,True,True,,,,,
سعادت‌آباد,۱۰۸,۱۳۹۰,۲,۹٬۷۲۰٬۰۰۰٬۰۰۰ تومان,۹۰٬۰۰۰٬۰۰۰ تومان,املاک خوانساری,۱ از ۱۰,True,True,True,۴,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر گازی,گرمایش شوفاژ"
فرمانیه,۱۴۲,۱۳۹۶,۳,۱۹٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۱۳۸٬۷۳۲٬۰۰۰ تومان,املاک کانديد فرمانيه,۳,True,True,True,,,,,
سعادت‌آباد,۱۳۰,۱۳۹۱,۳,۱۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۴۶٬۱۵۴٬۰۰۰ تومان,املاک خوانساری,۳ از ۵,True,True,True,۴,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
باغ فیض,۵۰,۱۳۸۰,۱,۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۸۰٬۰۰۰٬۰۰۰ تومان,املاک بزرگ ایزد,همکف,,,,,,,,
سعادت‌آباد,۱۵۴,۱۳۹۵,۳,۲۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۶۸٬۸۳۱٬۰۰۰ تومان,الماس غرب,۲,True,True,True,,,,,
تهرانپارس غربی,۷۹,۱۴۰۰,۲,۷٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۹۶٬۲۰۳٬۰۰۰ تومان,,۴ از ۴,True,True,True,۱,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
جنت‌آباد جنوبی,۱۰۹,۱۳۹۲,۲,۱۰٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۹۹٬۰۸۳٬۰۰۰ تومان,املاک آمود,۲,True,True,True,,,,,
شهرک راه‌آهن,۱۶۰,۱۳۹۷,۳,۱۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۹۳٬۷۵۰٬۰۰۰ تومان,گروه مشاورين مسكن آسا,۳ از ۳,True,True,True,۲,تک‌برگ,,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ"
سهروردی,۹۲,۱۳۹۷,۲,۱۲٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۱۳۳٬۶۹۶٬۰۰۰ تومان,مسکن ۱٫۲٫۳,۴ از ۵,True,True,True,۲,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش اسپلیت,گرمایش شوفاژ"
شهرک غرب,۲۶۰,۱۳۸۰,۳,۵۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲۰۳٬۸۴۶٬۰۰۰ تومان,مثلث,۱۶ از ۱۸,True,True,True,۴,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
سازمان برنامه,۹۸,۱۴۰۲,۲,۹٬۲۹۹٬۰۰۰٬۰۰۰ تومان,۹۴٬۸۸۸٬۰۰۰ تومان,املاک رایان,۳ از ۶,True,True,True,۳,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
شهرک غرب,۱۲۷,۱۳۷۷,۳,۲۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۵۷٬۴۸۰٬۰۰۰ تومان,املاک شهرک,۱ از ۴,,True,True,,تک‌برگ,,بازسازی شده,"آسانسور ندارد,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی"
سعادت‌آباد,۱۵۸,۱۳۹۰,۳,۲۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۵۸٬۲۲۸٬۰۰۰ تومان,سعادت آباد-خانه سبز V.I.P,۴ از ۵,True,True,True,۴,تک‌برگ,شمالی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش اسپلیت,گرمایش شوفاژ"
نارمک,۱۷۷,۱۳۸۵,۳,۱۵٬۷۵۰٬۰۰۰٬۰۰۰ تومان,۸۸٬۹۸۳٬۰۰۰ تومان,دلتا کاسپین,۲ از ۴,True,True,True,۱,تک‌برگ,شمالی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
پونک,۸۸,۱۳۸۷,۲,۷٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۸۸٬۶۳۶٬۰۰۰ تومان,آغاج,۴ از ۵,True,True,True,۴,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر گازی,گرمایش شوفاژ"
شهران شمالی,,,,۹۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲۱۸٬۸۲۴٬۰۰۰ تومان,املاک بزرگ میری,,,,,,,,,
جنت‌آباد شمالی,۷۵,۱۳۹۵,۲,۷٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۱۰۴٬۰۰۰٬۰۰۰ تومان,آراکو,۳ از ۵,True,True,,۴,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری ندارد,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
نجات اللهی,۱۶۵,قبل از ۱۳۷۰,۴,۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳۶٬۳۶۴٬۰۰۰ تومان,مسکن بزرگ سهروردی,۴ از ۴,,,,۱,تک‌برگ,جنوبی,,"آسانسور ندارد,پارکینگ ندارد,انباری ندارد,بالکن ندارد,جنس کف پارکت چوب,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
تهرانپارس غربی,۶۵,۱۳۸۲,۲,۴٬۵۵۰٬۰۰۰٬۰۰۰ تومان,۷۰٬۰۰۰٬۰۰۰ تومان,مسکن بزرگ یاس نو,۱,True,,True,,,,,
نیاوران,۱۶۰,۱۳۹۰,۳,۲۷٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۶۸٬۷۵۰٬۰۰۰ تومان,کلید,۲ از ۶,True,True,True,۲,تک‌برگ,,,"آسانسور,پارکینگ,انباری"
اباذر,۵۵,۱۳۸۶,۱,۵٬۱۰۰٬۰۰۰٬۰۰۰ تومان,۹۲٬۷۲۷٬۰۰۰ تومان,آراکو,۴ از ۵,True,True,True,۸,تک‌برگ,شمالی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
شهرآرا,۱۲۳,۱۴۰۰,۳,۱۵٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۲۶٬۰۱۶٬۰۰۰ تومان,گروه کارشناسان املاک خاورمیانه,۴ از ۵,True,True,True,۲,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
سازمان برنامه,۷۵,۱۳۸۷,۲,۷٬۳۵۰٬۰۰۰٬۰۰۰ تومان,۹۸٬۰۰۰٬۰۰۰ تومان,گروه مشاورین واملاک بزرگ ارکان,۲ از ۵,True,True,True,۴,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف پارکت لمینت,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
شهرک غرب,۱۵۰,۱۳۸۰,۳,۱۹٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۳۰٬۰۰۰٬۰۰۰ تومان,گروه مشاورين املاک يوسفيان,۳ از ۴,True,True,True,۲,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
اندیشه (شهر زیبا),۶۹,۱۴۰۱,۲,۱٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۲۳٬۱۸۸٬۰۰۰ تومان,املاک بزرگ  پاییزان,۲,True,True,True,,تک‌برگ,,,"آسانسور,پارکینگ"
مشیریه,۴۲,قبل از ۱۳۷۰,۱,۱٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۴۲٬۸۵۷٬۰۰۰ تومان,,۳ از ۱۱,,,True,۳,تک‌برگ,جنوبی,بازسازی شده,"آسانسور ندارد,پارکینگ ندارد,انباری,بالکن ندارد,جنس کف موزائیک,سرویس بهداشتی ایرانی,سرمایش کولر آبی,گرمایش بخاری"
نارمک,۱۲۵,۱۴۰۲,۳,۱۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۴۰٬۰۰۰٬۰۰۰ تومان,,۴,True,True,True,,,,,
نارمک,۵۰,۱۳۹۳,۱,۵٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۱۰٬۰۰۰٬۰۰۰ تومان,رامیلا,۲ از ۴,True,True,True,۴,تک‌برگ,,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
اندیشه (شهر زیبا),۵۲,۱۳۹۶,۱,۱٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۲۳٬۰۷۷٬۰۰۰ تومان,,۱,True,True,True,,,,,
قلهک,۱۱۰,۱۳۹۷,۲,۱۸٬۱۵۰٬۰۰۰٬۰۰۰ تومان,۱۶۵٬۰۰۰٬۰۰۰ تومان,خسروانی,۳ از ۵,True,True,True,۲,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش شوفاژ"
سرآسیاب دولاب,۴۶,۱۳۸۷,۱,۲٬۰۷۰٬۰۰۰٬۰۰۰ تومان,۴۵٬۰۰۰٬۰۰۰ تومان,,۲ از ۳,,,True,۲,تک‌برگ,شرقی,بازسازی شده,"آسانسور ندارد,پارکینگ ندارد,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی,سرمایش کولر آبی,گرمایش بخاری"
تهرانپارس شرقی,,,,۳۰٬۹۰۵٬۰۰۰٬۰۰۰ تومان,۳۵٬۰۰۰٬۰۰۰ تومان,,,,,,,,,,
شهر زیبا,۵۴,۱۳۹۷,۱,۱٬۰۸۰٬۰۰۰٬۰۰۰ تومان,۲۰٬۰۰۰٬۰۰۰ تومان,تشریفات,۲ از ۹,True,True,True,۳,تک‌برگ,شمالی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی,سرمایش اسپلیت,گرمایش شوفاژ"
شبیری,۸۲,۱۴۰۲,۲,۴٬۶۵۰٬۰۰۰٬۰۰۰ تومان,۵۶٬۷۰۷٬۰۰۰ تومان,املاک نگین چیتگر,۳ از ۷,True,True,True,۲,,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
الهیه,۳۴۰,۱۳۸۰,۴,۴۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۲۳٬۵۲۹٬۰۰۰ تومان,,۴ از ۴,True,True,True,۴,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش فن کوئل,گرمایش شوفاژ"
کوی فردوس,۶۳,۱۳۸۵,۱,۵٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۹۲٬۰۶۳٬۰۰۰ تومان,,۱ از ۴,,True,True,۳,تک‌برگ,جنوبی,بازسازی شده,"آسانسور ندارد,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
تهران‌سر,۵۸,۱۴۰۲,۲,۴٬۲۳۴٬۰۰۰٬۰۰۰ تومان,۷۳٬۰۰۰٬۰۰۰ تومان,رایان,۶ از ۶,True,True,True,۸,,,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
پونک,۷۰,۱۳۹۰,۲,۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۱۴٬۲۸۶٬۰۰۰ تومان,اشل,۴,True,True,True,,,,,
دریا,۱۵۵,۱۴۰۱,۳,۳۵٬۶۵۰٬۰۰۰٬۰۰۰ تومان,۲۳۰٬۰۰۰٬۰۰۰ تومان,آلما وی آی پی,۶ از ۶,True,True,True,۴,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
چیتگر,۱۱۵,۱۴۰۲,۲,۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۸٬۶۹۶٬۰۰۰ تومان,,۲۰ از ۲۰,True,True,True,۵,تک‌برگ,شمالی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
شهران جنوبی,۶۵,۱۳۸۹,۲,۵٬۴۵۰٬۰۰۰٬۰۰۰ تومان,۸۳٬۸۴۶٬۰۰۰ تومان,کوروش,۳ از ۵,True,True,True,۴,تک‌برگ,شمالی,بازسازی شده,"آسانسور,پارکینگ,انباری,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
میرداماد,۸۶,۱۳۸۱,۲,۹٬۹۵۰٬۰۰۰٬۰۰۰ تومان,۱۱۵٬۶۹۸٬۰۰۰ تومان,,۳,True,True,True,,,,,
خاوران,,۱۴۰۲,,۱٬۸۵۰٬۰۰۰٬۰۰۰ تومان,۲۶٬۴۲۹٬۰۰۰ تومان,,,,True,True,,,,,
شاهین,۸۷,۱۳۹۲,۲,۸٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۹۵٬۴۰۲٬۰۰۰ تومان,سایت مسکن آرمان,۱ از ۵,True,True,True,۲,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
