district_name,real_estate_type,real_estate_area,total_rooms,number_of_parking,real_estate_age,price,facilities,floor
بلوار فردوس,آپارتمان,50,1,1,16,5300000000,"آسانسور,انباری,بالکن",1
شهرک غرب,آپارتمان,210,3,2,0,37000000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,روف گاردن,اعلام حریق,اطفا حریق,لابی من,پارکینگ مهمان,اتاق مستر",3
میرداماد,آپارتمان,108,3,1,18,12700000000,"آسانسور,انباری",3
سعادت آباد,آپارتمان,65,2,1,20,7670000000,انباری,2
ونک,آپارتمان,135,3,1,1,19575000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,لابی,روف گاردن,اتاق مستر",3
سید خندان,آپارتمان,175,3,1,0,25400000000,"آسانسور,انباری,سرایداری,سالن اجتماعات,لابی,روف گاردن,اتاق مستر",3
ونک,آپارتمان,144,3,2,0,23000000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,سونا,جکوزی,روف گاردن,اتاق مستر",3
ونک,آپارتمان,150,3,2,0,24000000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,جکوزی,روف گاردن,اتاق مستر",3
ونک,آپارتمان,200,3,3,0,33500000000,"آسانسور,انباری,لابی,جکوزی,اتاق مستر",3
بلوار فردوس,آپارتمان,83,2,1,0,10000000000,"آسانسور,انباری",2
سید خندان,آپارتمان,150,3,1,10,18750000000,"آسانسور,انباری,روف گاردن,اتاق مستر,پاسیو",3
پاسداران,آپارتمان,270,4,3,0,49000000000,"آسانسور,سرایداری,لابی,اتاق مستر",4
باغ فیض,آپارتمان,55,1,1,16,4700000000,"آسانسور,انباری,بالکن",1
شهرزیبا,آپارتمان,110,2,1,6,15000000000,"آسانسور,انباری,بالکن",2
دروس,آپارتمان,180,3,3,0,45000000000,"آسانسور,انباری,بالکن,سرایداری,لابی,استخر,سونا,جکوزی,روف گاردن,اتاق مستر",3
ظفر,آپارتمان,100,2,1,2,13500000000,"آسانسور,انباری,سالن اجتماعات,لابی,روف گاردن,اتاق مستر,پاسیو",2
دروس,آپارتمان,240,3,3,0,62400000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,لابی,استخر,سونا,جکوزی,اتاق مستر",3
بلوار فردوس,آپارتمان,75,2,1,15,6600000000,"آسانسور,انباری,بالکن",2
میرداماد,آپارتمان,160,,0,,33600000000,"آسانسور,انباری,بالکن,نگهبانی,لابی,روف گاردن,اعلام حریق,اطفا حریق,لابی من,باشگاه,اتاق مستر",
بلوار فردوس,آپارتمان,57,1,1,14,5200000000,"آسانسور,انباری,بالکن",1
آرژانتین,آپارتمان,70,1,0,11,8500000000,"آسانسور,انباری",1
پاسداران,آپارتمان,175,3,1,12,20000000000,"آسانسور,انباری,بالکن",3
یوسف آباد,آپارتمان,120,3,1,1400,10000000000,"انباری,بالکن",
میرداماد,آپارتمان,155,3,1,18,18000000000,"آسانسور,انباری,بالکن,سرایداری,لابی,اتاق مستر",3
شهرزیبا,آپارتمان,55,1,1,6,4650000000,"آسانسور,انباری,بالکن",1
شهرک غرب,آپارتمان,110,2,1,22,12000000000,"آسانسور,انباری,بالکن,نگهبانی,پارکینگ مهمان",2
سازمان برنامه شمالی,آپارتمان,210,4,0,26,42000000000,,
جیحون,آپارتمان,40,1,1,12,توافقی,,
شهرک غرب,آپارتمان,200,3,2,0,37000000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,سونا,جکوزی,روف گاردن,اعلام حریق,اطفا حریق,آبنما,لابی من,پارکینگ مهمان,نورپردازی,باشگاه,آلاچیق,جاروبرقی مرکزی,اتاق مستر",3
هفت تیر,آپارتمان,147,3,1,32,11200000000,"آسانسور,بالکن",3
ایرانشهر,آپارتمان,160,4,1,1399,13000000000,"آسانسور,انباری,بالکن,نگهبانی,پارکینگ مهمان",
بهجت آباد,آپارتمان,113,2,0,32,6100000000,"انباری,بالکن",2
ایرانشهر,آپارتمان,114,2,1,1400,10000000000,"آسانسور,انباری",
میرداماد,آپارتمان,170,3,1,0,34850000000,"آسانسور,انباری,روف گاردن",3
حشمتیه,آپارتمان,85,2,0,32,4850000000,انباری,2
پیروزی,آپارتمان,150,2,0,27,10500000000,"آسانسور,انباری",2
شهرزیبا,آپارتمان,76,2,0,17,5700000000,انباری,2
بلوار فردوس,آپارتمان,80,2,1,19,7000000000,"آسانسور,انباری,بالکن,نگهبانی",2
تهران ویلا,آپارتمان,120,3,1,10,13200000000,"آسانسور,انباری,بالکن",3
ولنجک,آپارتمان,137,2,2,2,31510000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,اتاق مستر",2
شهرزیبا,آپارتمان,91,2,1,7,7800000000,"آسانسور,انباری,بالکن",2
شهرآرا,آپارتمان,130,3,1,12,15500000000,"آسانسور,انباری,بالکن",3
شهران,آپارتمان,85,2,1,0,11000000000,"آسانسور,انباری,بالکن",2
شهران,آپارتمان,134,3,1,24,11800000000,"انباری,بالکن",
جنت آباد مرکزی,آپارتمان,100,2,1,9,9650000000,"آسانسور,انباری,بالکن",2
شادمهر,آپارتمان,60,2,1,0,6900000000,"آسانسور,انباری,بالکن",2
شهران,آپارتمان,80,2,1,1,9300000000,"آسانسور,انباری,بالکن",2
جنت آباد شمالی,آپارتمان,110,2,1,4,11300000000,"آسانسور,انباری,بالکن",2
سعادت آباد,آپارتمان,132,2,1,1,38000000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق,اطفا حریق,آبنما,لابی من,پارکینگ مهمان,نورپردازی,باشگاه,آلاچیق,جاروبرقی مرکزی",2
جنت آباد جنوبی,آپارتمان,87,2,1,12,11200000000,"آسانسور,بالکن,آبنما",2
هاشمی,آپارتمان,50,2,0,20,توافقی,,
آذربایجان,آپارتمان,64,2,0,22,3200000000,"انباری,بالکن",2
کارون,آپارتمان,46,1,0,17,2500000000,"انباری,بالکن",1
قصرالدشت,آپارتمان,46,1,0,22,2100000000,انباری,1
بلوار فردوس,آپارتمان,80,2,1,9,6500000000,"آسانسور,انباری,بالکن",2
بریانک,آپارتمان,44,1,1,7,2600000000,"آسانسور,انباری,بالکن",1
بریانک,آپارتمان,41,1,1,7,2400000000,"آسانسور,انباری,بالکن",1
بریانک,آپارتمان,47,1,0,15,2550000000,,
شهران,آپارتمان,91,2,1,3,8000000000,"آسانسور,انباری,بالکن",2
ولنجک,آپارتمان,135,3,1,14,24300000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,لابی,استخر,سونا,جکوزی,لابی من",3
دریاچه خلیج فارس,آپارتمان,100,2,1,0,توافقی,"آسانسور,انباری,بالکن,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق,اطفا حریق,آبنما,لابی من,پارکینگ مهمان,اتاق مستر,پاسیو",2
آذربایجان,آپارتمان,52,2,0,4,3450000000,"آسانسور,انباری,بالکن",2
زعفرانیه,آپارتمان,450,4,3,4,175000000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق,اطفا حریق,آبنما,لابی من,پارکینگ مهمان,نورپردازی,باشگاه,آلاچیق,جاروبرقی مرکزی,اتاق مستر,پاسیو",4
هروی,آپارتمان,105,2,1,0,13125000000,"آسانسور,انباری,بالکن,سرایداری,لابی",2
جردن,آپارتمان,108,2,1,18,13200000000,"آسانسور,انباری,بالکن,سرایداری,استخر,سونا,جکوزی",2
ولنجک,آپارتمان,150,3,2,5,27800000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی",3
گیشا,آپارتمان,80,2,1,14,10200000000,"آسانسور,انباری,بالکن",2
بلوار فردوس,آپارتمان,59,1,1,12,6100000000,"آسانسور,انباری,سرایداری",1
زعفرانیه,آپارتمان,500,,0,,150000000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق,اطفا حریق,آبنما,لابی من,نورپردازی,باشگاه,آلاچیق,اتاق مستر",
شهرزیبا,آپارتمان,76,2,1,9,7200000000,"آسانسور,انباری,بالکن",2
یوسف آباد,آپارتمان,120,2,1,32,10000000000,"انباری,بالکن,پارکینگ مهمان",2
شهران,آپارتمان,55,1,1,15,3800000000,انباری,1
پونک,آپارتمان,47,1,0,17,3750000000,"انباری,سرایداری,نورپردازی,اتاق مستر",
سعادت آباد,آپارتمان,108,2,2,5,26000000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق,اطفا حریق,آبنما,لابی من,پارکینگ مهمان,نورپردازی,باشگاه,آلاچیق,جاروبرقی مرکزی",2
جنت آباد جنوبی,آپارتمان,95,2,1,14,9500000000,"آسانسور,انباری,بالکن",2
جردن,آپارتمان,165,3,1,22,21000000000,,3
یوسف آباد,آپارتمان,145,3,1,3,21000000000,"آسانسور,بالکن,سرایداری,لابی,استخر,جکوزی,آبنما,لابی من,پارکینگ مهمان,نورپردازی,آلاچیق,جاروبرقی مرکزی",3
الهیه,آپارتمان,210,3,2,0,57000000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,روف گاردن,اعلام حریق,اطفا حریق,لابی من,پارکینگ مهمان,اتاق مستر,پاسیو",3
جنت آباد جنوبی,آپارتمان,87,2,1,11,9200000000,"آسانسور,انباری,بالکن",2
بلوار فردوس,آپارتمان,54,1,1,17,4350000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی",1
ولنجک,آپارتمان,250,3,2,2,70000000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق,اطفا حریق,لابی من,پارکینگ مهمان,نورپردازی,باشگاه,آلاچیق,جاروبرقی مرکزی,اتاق مستر,پاسیو",3
شهران,آپارتمان,112,3,1,19,7600000000,"آسانسور,انباری,بالکن",3
جنت آباد جنوبی,آپارتمان,79,2,1,7,9000000000,"آسانسور,انباری,بالکن",2
شهرک غرب,آپارتمان,200,3,2,1,توافقی,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,روف گاردن",3
جنت آباد جنوبی,آپارتمان,84,2,1,11,8300000000,"آسانسور,انباری,بالکن",2
یوسف آباد,آپارتمان,120,2,1,32,توافقی,,2
ظفر,آپارتمان,120,3,1,5,16900000000,"آسانسور,انباری,سرایداری,لابی,روف گاردن,اتاق مستر",3
یوسف آباد,آپارتمان,120,3,1,10,14000000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,اعلام حریق,اطفا حریق,آبنما,لابی من,پارکینگ مهمان,نورپردازی,آلاچیق",3
ولنجک,آپارتمان,110,2,1,15,22000000000,"آسانسور,انباری,بالکن,سرایداری,لابی,استخر,سونا,جکوزی,لابی من",2
شهران,آپارتمان,80,2,1,16,8500000000,"آسانسور,انباری,بالکن,سرایداری",
یوسف آباد,آپارتمان,130,2,1,32,13000000000,"انباری,بالکن,نورپردازی,آلاچیق",2
قیطریه,آپارتمان,85,2,1,7,8200000000,"آسانسور,انباری,بالکن",2
بلوار فردوس,آپارتمان,65,2,1,5,6850000000,"آسانسور,انباری,بالکن,سرایداری",2
باغ فیض,آپارتمان,70,2,1,7,7580000000,"آسانسور,انباری,بالکن,سرایداری",2
یوسف آباد,آپارتمان,116,2,1,22,12000000000,"آسانسور,انباری,بالکن,سرایداری,آبنما,نورپردازی,آلاچیق",2
شهرزیبا,آپارتمان,61,1,1,9,توافقی,"آسانسور,انباری,بالکن",1
اباذر,آپارتمان,,,0,,توافقی,,
نیاوران,آپارتمان,175,3,1,18,31500000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,لابی,استخر,سونا,جکوزی,اتاق مستر",3
شهران,آپارتمان,90,2,1,11,7100000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات",2
یوسف آباد,آپارتمان,116,2,1,0,17000000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,لابی,اعلام حریق,اطفا حریق,لابی من,پارکینگ مهمان,نورپردازی,آلاچیق",2
جنت آباد جنوبی,آپارتمان,136,2,1,1,12300000000,"آسانسور,انباری,بالکن",2
شهران,آپارتمان,108,3,1,1,9500000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,اعلام حریق,اطفا حریق",3
تهران نو,آپارتمان,75,2,0,17,توافقی,"آسانسور,انباری,بالکن",2
شهران,آپارتمان,154,3,1,22,10000000000,"انباری,بالکن",3
جنت آباد جنوبی,آپارتمان,95,2,1,12,9500000000,,2
مرزداران,آپارتمان,120,3,1,8,12700000000,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق,نورپردازی",3
